extracted_feature, gender_anova_Fval, gender_anova_Pval, call-rece_anova_Fval, call-rece_anova_Pval, O_anova_Fval, O_anova_Pval, E_anova_Fval, E_anova_Pval, N_anova_Fval, N_anova_Pval, A_anova_Fval, A_anova_Pval, C_anova_Fval, C_anova_Pval, ConfC_anova_Fval, ConfC_anova_Pval, ConfA_anova_Fval, ConfA_anova_Pval, ConfO_anova_Fval, ConfO_anova_Pval, ConfD_anova_Fval, ConfD_anova_Pval, ConfI_anova_Fval, ConfI_anova_Pval
loudness_sma3_amean, 7.23829004913, 0.00717967592642**, 116.71650156, 1.12855593356e-26**, 2.3616123843, 0.12437661234, 2.3616123843, 0.12437661234, 2.3616123843, 0.12437661234, 2.3616123843, 0.12437661234, 2.3616123843, 0.12437661234, 9.56382708767, 0.00200441668693**, 0.64250683958, 0.422873793329, 19.6056069006, 9.89053259448e-06**, 12.8552319681, 0.000342398136562**, 106.55771913, 1.55246438925e-24**
loudness_sma3_stddevNorm, 15.2709654587, 9.53851266794e-05**, 2.27337843049, 0.131727668087, 20.0217226488, 7.71821887223e-06**, 20.0217226488, 7.71821887223e-06**, 20.0217226488, 7.71821887223e-06**, 20.0217226488, 7.71821887223e-06**, 20.0217226488, 7.71821887223e-06**, 9.85936089276, 0.00170764347237**, 2.66927242548, 0.102417332523, 48.4057083938, 4.31556013841e-12**, 11.7311540827, 0.00062364008265**, 3.50795905768, 0.0611807364547
loudness_sma3_percentile20.0, 1.56758872454, 0.210664088004, 67.840475007, 2.70895965811e-16**, 6.8924962262, 0.00866541323181**, 6.8924962262, 0.00866541323181**, 6.8924962262, 0.00866541323181**, 6.8924962262, 0.00866541323181**, 6.8924962262, 0.00866541323181**, 1.84016052239, 0.175043565817, 1.75587101709, 0.185250528186, 39.9925698347, 2.96560184658e-10**, 2.01327076732, 0.15604224116, 63.7816357754, 2.02422458926e-15**
loudness_sma3_percentile50.0, 0.412711484365, 0.520650052612, 127.359589801, 6.63482575791e-29**, 1.62257714159, 0.202754350109, 1.62257714159, 0.202754350109, 1.62257714159, 0.202754350109, 1.62257714159, 0.202754350109, 1.62257714159, 0.202754350109, 6.97151877431, 0.00832857184565**, 1.53526601288, 0.215429644917, 20.3937240373, 6.5692959196e-06**, 4.44707145601, 0.0350514162797*, 96.1898025668, 2.41718296634e-22**
loudness_sma3_percentile80.0, 22.1046377797, 2.70922176776e-06**, 112.690469147, 7.92365346785e-26**, 0.728132062215, 0.393504197007, 0.728132062215, 0.393504197007, 0.728132062215, 0.393504197007, 0.728132062215, 0.393504197007, 0.728132062215, 0.393504197007, 16.1412900914, 6.03657129553e-05**, 0.00149102283024, 0.96920113262, 7.31482821127, 0.00688096572535**, 25.4232990599, 4.90246916466e-07**, 115.326293134, 2.21119695473e-26**
loudness_sma3_pctlrange0-2, 27.6555074204, 1.56100923205e-07**, 40.5715660973, 2.214441298e-10**, 2.01542517949, 0.155730319926, 2.01542517949, 0.155730319926, 2.01542517949, 0.155730319926, 2.01542517949, 0.155730319926, 2.01542517949, 0.155730319926, 17.700498293, 2.66841010129e-05**, 1.5841334434, 0.208273223348, 6.18233242847, 0.0129621736671*, 30.9501602356, 2.90259200253e-08**, 45.9499624502, 1.47902337372e-11**
loudness_sma3_meanRisingSlope, 19.4302047724, 1.08346491974e-05**, 0.0388000337043, 0.843859914297, 12.4936619474, 0.000409676546179**, 12.4936619474, 0.000409676546179**, 12.4936619474, 0.000409676546179**, 12.4936619474, 0.000409676546179**, 12.4936619474, 0.000409676546179**, 32.6892107672, 1.19782574046e-08**, 0.0412124911796, 0.839143340907, 14.3858875834, 0.000152122393524**, 15.3272156261, 9.26020156472e-05**, 0.0190167703382, 0.890328521134
loudness_sma3_stddevRisingSlope, 49.9319148622, 2.00945646606e-12**, 2.03328095235, 0.154001668289, 0.163937238451, 0.685563464771, 0.163937238451, 0.685563464771, 0.163937238451, 0.685563464771, 0.163937238451, 0.685563464771, 0.163937238451, 0.685563464771, 32.160703067, 1.5672089065e-08**, 3.06719022196, 0.0799989966609, 21.487453937, 3.72773276832e-06**, 16.4230264673, 5.20713042202e-05**, 0.196866197933, 0.657297272858
loudness_sma3_meanFallingSlope, 0.430072583001, 0.512008235313, 9.61720619904, 0.00194718300535**, 12.3219481239, 0.000449096470922**, 12.3219481239, 0.000449096470922**, 12.3219481239, 0.000449096470922**, 12.3219481239, 0.000449096470922**, 12.3219481239, 0.000449096470922**, 2.04054399511, 0.153268511866, 3.65099974529, 0.0561395233426, 6.52864422991, 0.0106685095595*, 17.0390382721, 3.77092303346e-05**, 3.75420589629, 0.0527771491353
loudness_sma3_stddevFallingSlope, 14.7203982444, 0.000127496229161**, 0.540169302273, 0.462425285281, 7.32013167263, 0.00682704792068**, 7.32013167263, 0.00682704792068**, 7.32013167263, 0.00682704792068**, 7.32013167263, 0.00682704792068**, 7.32013167263, 0.00682704792068**, 18.2522478174, 2.00073765861e-05**, 12.8005792893, 0.00035249870192**, 6.28440489193, 0.0122377952576*, 7.40641065234, 0.0065401705014**, 7.91770538582, 0.00493015390678**
